Product_Name,Category,bs_year,bs_month,month_idx,month_name,Volume,Min_Price,Max_Price,Avg_Price,Unit,unit_canonical,unit_changed,Total_Amount,Volume_Equals,TOTAL_sources,reconciliation_gap,import_share,n_months_present,is_balanced,Baglung,Bara,Beni,Bhutan,Birgunj,China,Dang,Dhading,Gorkha,Hetauda,India,Jhapa,Kathmandu,Kevray,Lahan,Lamjung,Local,Marpha,Mugu,Mustang,Myagdi,Narayangadh,Nawalparasi,Nuwakot,Palpa,Parbat,Rolpa,Rukum,Rupandehi,Salyan,Sarlahi,Sindhuli,Sunsari,Syangja,Tanahu
Banana_Green,fruit,2082,10,7,magh,234855,140.0,230.0,197.86,dozen,dozen,False,46468410.3,True,234855,0,0.794149581656767,10,True,0,6520,0,0,0,0,0,0,1980,0,186510,16560,0,0,0,0,3020,0,0,0,0,19805,0,0,0,0,0,0,0,0,0,0,0,0,460
Banana_Green,fruit,2082,11,8,falgun,243000,180.0,230.0,205.0,dozen,dozen,False,49815000.0,True,243000,0,0.8291152263374486,10,True,0,0,0,0,0,0,0,0,1280,0,201475,23125,0,0,0,0,1670,0,0,0,0,12680,2260,0,0,0,0,0,0,0,0,0,0,0,510
Banana_Green,fruit,2082,12,9,chaitra,389320,180.0,230.0,194.91,dozen,dozen,False,75882361.2,True,389320,0,0.6303683345320045,10,True,0,48675,0,0,0,0,0,0,980,0,245415,44415,0,0,0,0,3400,0,0,0,0,26125,16310,0,0,0,0,0,0,0,0,0,0,0,4000
Banana_Green,fruit,2083,1,10,baishakh,201750,140.0,244.0,175.15,dozen,dozen,False,35336512.5,True,201750,0,0.18230483271375464,10,True,0,37380,0,0,0,0,0,0,1860,0,36780,46230,0,0,0,0,1795,0,0,0,0,41910,32750,0,0,0,0,0,0,0,0,0,0,0,3045
Barela,vegetable,2082,5,2,bhadra,3110,,,112.4,kg,kg,False,349564.0,True,3110,0,0.17363344051446947,9,False,0,0,0,0,0,0,0,0,120,0,540,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barela,vegetable,2082,6,3,ashwin,16005,150.0,200.0,180.63,kg,kg,False,2890983.15,True,16005,0,0.0,9,False,0,0,3000,0,0,0,0,0,0,13005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barela,vegetable,2082,7,4,kartik,45010,80.0,120.0,117.89,kg,kg,False,5306228.9,True,45010,0,0.0,9,False,0,0,4030,0,0,0,0,5660,0,18170,0,0,160,0,0,0,10650,0,0,0,0,1570,0,0,0,4770,0,0,0,0,0,0,0,0,0
Barela,vegetable,2082,8,5,mangsir,20710,80.0,120.0,97.89,kg,kg,False,2027301.9,True,20710,0,0.0,9,False,0,0,0,0,0,0,0,0,0,4285,0,0,0,0,0,0,14155,0,0,0,0,0,0,0,0,2270,0,0,0,0,0,0,0,0,0
Barela,vegetable,2082,9,6,poush,11315,80.0,120.0,95.81,kg,kg,False,1084090.15,True,11315,0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,1150,0,0,0,1050,0,0,0,0,9115,0,0,0,0,0,0,0,0,0,0,0,0,0
Barela,vegetable,2082,10,7,magh,12270,80.0,120.0,103.71,kg,kg,False,1272521.7,True,12270,0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,0,0
Barela,vegetable,2082,11,8,falgun,33825,80.0,120.0,101.67,kg,kg,False,3438987.75,True,33825,0,0.0,9,False,0,0,0,0,0,0,0,5260,0,1560,0,0,0,0,0,0,780,0,0,0,0,26225,0,0,0,0,0,0,0,0,0,0,0,0,0
Barela,vegetable,2082,12,9,chaitra,75810,80.0,120.0,99.55,kg,kg,False,7546885.5,True,75810,0,0.0,9,False,0,0,0,0,0,0,0,25380,0,1830,0,0,0,0,0,0,5255,0,0,0,0,43345,0,0,0,0,0,0,0,0,0,0,0,0,0
Barela,vegetable,2083,1,10,baishakh,33945,80.0,120.0,100.0,kg,kg,False,3394500.0,True,33945,0,0.0,9,False,0,0,0,0,0,0,0,14920,0,0,0,0,0,0,0,0,1300,0,0,0,0,17725,0,0,0,0,0,0,0,0,0,0,0,0,0
Bayar,fruit,2082,4,1,shrawan,0,150.0,160.0,165.0,kg,kg,False,0.0,True,0,0,,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bayar,fruit,2082,7,4,kartik,1610,,,142.5,kg,kg,False,229425.0,True,1610,0,1.0,7,False,0,0,0,0,0,0,0,0,0,0,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bayar,fruit,2082,9,6,poush,39900,100.0,120.0,110.0,kg,kg,False,4389000.0,True,39900,0,0.9988721804511278,7,False,0,0,0,0,0,0,0,0,0,0,39855,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bayar,fruit,2082,10,7,magh,43315,100.0,120.0,110.0,kg,kg,False,4764650.0,True,43315,0,1.0,7,False,0,0,0,0,0,0,0,0,0,0,43315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
